year,total,stock,capture,taxa,E1
2008,382854,Pagellus spp,2985,Pagellus spp,994142358.2
2008,382854,Pagrus pagrus,4872,Pagrus pagrus,994142358.2
2008,382854,Pagrus spp,513,Pagrus spp,994142358.2
2008,382854,Plectorhinchus mediterraneus,27,Plectorhinchus mediterraneus,994142358.2
2008,382854,Sarpa salpa,3532,Sarpa salpa,994142358.2
2008,382854,Saurida undosquamis,66,Saurida undosquamis,994142358.2
2008,382854,Sciaena umbra,42,Sciaena umbra,994142358.2
2008,382854,Sciaenidae,287,Sciaenidae,994142358.2
2008,382854,Serranidae,1071,Serranidae,994142358.2
2008,382854,Siganus spp,2141,Siganus spp,994142358.2
2008,382854,Sparidae,3417,Sparidae,994142358.2
2008,382854,Sparisoma cretense,37,Sparisoma cretense,994142358.2
2008,382854,Spicara maena,803,Spicara maena,994142358.2
2008,382854,Spondyliosoma cantharus,307,Spondyliosoma cantharus,994142358.2
2008,382854,Synodontidae,2263,Synodontidae,994142358.2
2008,382854,Trachinidae,267,Trachinidae,994142358.2
2008,382854,Trachinus draco,104,Trachinus draco,994142358.2
2008,382854,Trachinus spp,12,Trachinus spp,994142358.2
2008,382854,Umbrina canariensis,4,Umbrina canariensis,994142358.2
2008,382854,Umbrina cirrosa,73,Umbrina cirrosa,994142358.2
2008,382854,Xyrichtys novacula,163,Xyrichtys novacula,994142358.2
2008,382854,Argentina spp,89,Argentina spp,994142358.2
2008,382854,Aspitrigla cuculus,226,Aspitrigla cuculus,994142358.2
2008,382854,Centrolophidae,17,Centrolophidae,994142358.2
2008,382854,Cepola macrophthalma,196,Cepola macrophthalma,994142358.2
2008,382854,Chelidonichthys lucerna,21,Chelidonichthys lucerna,994142358.2
2008,382854,Conger conger,2114,Conger conger,994142358.2
2008,382854,Eutrigla gurnardus,1549,Eutrigla gurnardus,994142358.2
2008,382854,Helicolenus dactylopterus,154,Helicolenus dactylopterus,994142358.2
2008,382854,Lepidopus caudatus,2873,Lepidopus caudatus,994142358.2
2008,382854,Lophius spp,4727,Lophius spp,994142358.2
2008,382854,Perciformes,536,Perciformes,994142358.2
2008,382854,Polyprion americanus,85,Polyprion americanus,994142358.2
2008,382854,Ruvettus pretiosus,0,Ruvettus pretiosus,994142358.2
2008,382854,Scorpaenidae,3535,Scorpaenidae,994142358.2
2008,382854,Trichiurus lepturus,1752,Trichiurus lepturus,994142358.2
2008,382854,Triglidae,2800,Triglidae,994142358.2
2008,382854,Uranoscopus scaber,207,Uranoscopus scaber,994142358.2
2008,382854,Zeus faber,1048,Zeus faber,994142358.2
2009,383970,Ammodytes spp,552,Ammodytes spp,967312243.7
2009,383970,Aphia minuta,201,Aphia minuta,967312243.7
2009,383970,Argyrosomus regius,1078,Argyrosomus regius,967312243.7
2009,383970,Balistes carolinensis,634,Balistes carolinensis,967312243.7
2009,383970,Boops boops,29045,Boops boops,967312243.7
2009,383970,Dactylopterus volitans,4,Dactylopterus volitans,967312243.7
2009,383970,Dentex dentex,1584,Dentex dentex,967312243.7
2009,383970,Dentex macrophthalmus,565,Dentex macrophthalmus,967312243.7
2009,383970,Dicentrarchus punctatus,739,Dicentrarchus punctatus,967312243.7
2009,383970,Dicentrarchus spp,831,Dicentrarchus spp,967312243.7
2009,383970,Diplodus annularis,1730,Diplodus annularis,967312243.7
2009,383970,Diplodus sargus,2980,Diplodus sargus,967312243.7
2009,383970,Diplodus spp,1796,Diplodus spp,967312243.7
2009,383970,Epinephelus aeneus,30,Epinephelus aeneus,967312243.7
2009,383970,Epinephelus caninus,0,Epinephelus caninus,967312243.7
2009,383970,Epinephelus spp,2444,Epinephelus spp,967312243.7
2009,383970,Gobiidae,10030,Gobiidae,967312243.7
2009,383970,Gobius niger,2,Gobius niger,967312243.7
2009,383970,Labridae,21,Labridae,967312243.7
2009,383970,Lithognathus mormyrus,1415,Lithognathus mormyrus,967312243.7
2009,383970,Liza aurata,71,Liza aurata,967312243.7
2009,383970,Liza saliens,7,Liza saliens,967312243.7
2009,383970,Mugil soiuy,6722,Mugil soiuy,967312243.7
2009,383970,Mugilidae,13185,Mugilidae,967312243.7
2009,383970,Mullus spp,12636,Mullus spp,967312243.7
2009,383970,Muraena helena,21,Muraena helena,967312243.7
2009,383970,Oblada melanura,1661,Oblada melanura,967312243.7
2009,383970,Pagellus acarne,196,Pagellus acarne,967312243.7
2009,383970,Pagellus bogaraveo,30,Pagellus bogaraveo,967312243.7
2009,383970,Pagellus spp,3528,Pagellus spp,967312243.7
2009,383970,Pagrus pagrus,4925,Pagrus pagrus,967312243.7
2009,383970,Pagrus spp,539,Pagrus spp,967312243.7
2009,383970,Plectorhinchus mediterraneus,54,Plectorhinchus mediterraneus,967312243.7
2009,383970,Sarpa salpa,3126,Sarpa salpa,967312243.7
2009,383970,Saurida undosquamis,83,Saurida undosquamis,967312243.7
2009,383970,Sciaena umbra,343,Sciaena umbra,967312243.7
2009,383970,Sciaenidae,302,Sciaenidae,967312243.7
2009,383970,Serranidae,924,Serranidae,967312243.7
2009,383970,Siganus spp,1880,Siganus spp,967312243.7
2009,383970,Sparidae,3428,Sparidae,967312243.7
2009,383970,Sparisoma cretense,362,Sparisoma cretense,967312243.7
2009,383970,Spicara maena,522,Spicara maena,967312243.7
2009,383970,Spondyliosoma cantharus,350,Spondyliosoma cantharus,967312243.7
2009,383970,Synodontidae,2163,Synodontidae,967312243.7
2009,383970,Trachinidae,225,Trachinidae,967312243.7
2009,383970,Trachinus draco,134,Trachinus draco,967312243.7
2009,383970,Trachinus spp,10,Trachinus spp,967312243.7
2009,383970,Umbrina canariensis,2,Umbrina canariensis,967312243.7
2009,383970,Umbrina cirrosa,76,Umbrina cirrosa,967312243.7
2009,383970,Xyrichtys novacula,274,Xyrichtys novacula,967312243.7
2009,383970,Argentina spp,73,Argentina spp,967312243.7
2009,383970,Aspitrigla cuculus,151,Aspitrigla cuculus,967312243.7
2009,383970,Centrolophidae,16,Centrolophidae,967312243.7
2009,383970,Cepola macrophthalma,156,Cepola macrophthalma,967312243.7
2009,383970,Chelidonichthys lucerna,22,Chelidonichthys lucerna,967312243.7
2009,383970,Conger conger,2150,Conger conger,967312243.7
2009,383970,Eutrigla gurnardus,1224,Eutrigla gurnardus,967312243.7
2009,383970,Helicolenus dactylopterus,164,Helicolenus dactylopterus,967312243.7
2009,383970,Lepidopus caudatus,3409,Lepidopus caudatus,967312243.7
2009,383970,Lophius spp,5667,Lophius spp,967312243.7
2009,383970,Perciformes,371,Perciformes,967312243.7
2009,383970,Polyprion americanus,112,Polyprion americanus,967312243.7
2009,383970,Ruvettus pretiosus,2,Ruvettus pretiosus,967312243.7
2009,383970,Scorpaenidae,4152,Scorpaenidae,967312243.7
2009,383970,Trichiurus lepturus,1553,Trichiurus lepturus,967312243.7
2009,383970,Triglidae,2802,Triglidae,967312243.7
2009,383970,Uranoscopus scaber,154,Uranoscopus scaber,967312243.7
2009,383970,Zeus faber,1203,Zeus faber,967312243.7
2010,392978,Ammodytes spp,784,Ammodytes spp,1159814784
2010,392978,Aphia minuta,204,Aphia minuta,1159814784
2010,392978,Argyrosomus regius,1025,Argyrosomus regius,1159814784
2010,392978,Balistes carolinensis,683,Balistes carolinensis,1159814784
2010,392978,Boops boops,28783,Boops boops,1159814784
2010,392978,Dactylopterus volitans,4,Dactylopterus volitans,1159814784
2010,392978,Dentex dentex,1588,Dentex dentex,1159814784
2010,392978,Dentex macrophthalmus,657,Dentex macrophthalmus,1159814784
2010,392978,Dicentrarchus punctatus,737,Dicentrarchus punctatus,1159814784
2010,392978,Dicentrarchus spp,828,Dicentrarchus spp,1159814784
2010,392978,Diplodus annularis,2205,Diplodus annularis,1159814784
2010,392978,Diplodus sargus,2912,Diplodus sargus,1159814784
2010,392978,Diplodus spp,2033,Diplodus spp,1159814784
2010,392978,Epinephelus aeneus,25,Epinephelus aeneus,1159814784
2010,392978,Epinephelus caninus,3,Epinephelus caninus,1159814784
2010,392978,Epinephelus spp,2585,Epinephelus spp,1159814784
2010,392978,Gobiidae,11584,Gobiidae,1159814784
2010,392978,Gobius niger,0,Gobius niger,1159814784
2010,392978,Labridae,16,Labridae,1159814784
2010,392978,Lithognathus mormyrus,1410,Lithognathus mormyrus,1159814784
2010,392978,Liza aurata,99,Liza aurata,1159814784
2010,392978,Liza saliens,9,Liza saliens,1159814784
2010,392978,Mugil soiuy,3657,Mugil soiuy,1159814784
2010,392978,Mugilidae,14732,Mugilidae,1159814784
2010,392978,Mullus spp,12599,Mullus spp,1159814784
2010,392978,Muraena helena,24,Muraena helena,1159814784
2010,392978,Oblada melanura,1468,Oblada melanura,1159814784
2010,392978,Pagellus acarne,151,Pagellus acarne,1159814784
2010,392978,Pagellus bogaraveo,79,Pagellus bogaraveo,1159814784
2010,392978,Pagellus spp,3233,Pagellus spp,1159814784
2010,392978,Pagrus pagrus,5199,Pagrus pagrus,1159814784
2010,392978,Pagrus spp,304,Pagrus spp,1159814784
2010,392978,Plectorhinchus mediterraneus,68,Plectorhinchus mediterraneus,1159814784
2010,392978,Sarpa salpa,2851,Sarpa salpa,1159814784
2010,392978,Saurida undosquamis,141,Saurida undosquamis,1159814784
2010,392978,Sciaena umbra,335,Sciaena umbra,1159814784
2010,392978,Sciaenidae,508,Sciaenidae,1159814784
2010,392978,Serranidae,818,Serranidae,1159814784
2010,392978,Siganus spp,1976,Siganus spp,1159814784
2010,392978,Sparidae,3889,Sparidae,1159814784
2010,392978,Sparisoma cretense,364,Sparisoma cretense,1159814784
2010,392978,Spicara maena,295,Spicara maena,1159814784
2010,392978,Spondyliosoma cantharus,315,Spondyliosoma cantharus,1159814784
2010,392978,Synodontidae,2599,Synodontidae,1159814784
2010,392978,Trachinidae,208,Trachinidae,1159814784
2010,392978,Trachinus draco,158,Trachinus draco,1159814784
2010,392978,Trachinus spp,22,Trachinus spp,1159814784
2010,392978,Umbrina canariensis,6,Umbrina canariensis,1159814784
2010,392978,Umbrina cirrosa,126,Umbrina cirrosa,1159814784
2010,392978,Xyrichtys novacula,155,Xyrichtys novacula,1159814784
2010,392978,Argentina spp,55,Argentina spp,1159814784
2010,392978,Aspitrigla cuculus,283,Aspitrigla cuculus,1159814784
2010,392978,Centrolophidae,13,Centrolophidae,1159814784
2010,392978,Cepola macrophthalma,134,Cepola macrophthalma,1159814784
2010,392978,Chelidonichthys lucerna,21,Chelidonichthys lucerna,1159814784
2010,392978,Conger conger,1821,Conger conger,1159814784
2010,392978,Eutrigla gurnardus,1406,Eutrigla gurnardus,1159814784
2010,392978,Helicolenus dactylopterus,164,Helicolenus dactylopterus,1159814784
2010,392978,Lepidopus caudatus,3487,Lepidopus caudatus,1159814784
2010,392978,Lophius spp,6110,Lophius spp,1159814784
2010,392978,Perciformes,426,Perciformes,1159814784
2010,392978,Polyprion americanus,95,Polyprion americanus,1159814784
2010,392978,Ruvettus pretiosus,10,Ruvettus pretiosus,1159814784
2010,392978,Scorpaenidae,4129,Scorpaenidae,1159814784
2010,392978,Trichiurus lepturus,1817,Trichiurus lepturus,1159814784
2010,392978,Triglidae,2954,Triglidae,1159814784
2010,392978,Uranoscopus scaber,172,Uranoscopus scaber,1159814784
2010,392978,Zeus faber,924,Zeus faber,1159814784
2011,376483,Ammodytes spp,824,Ammodytes spp,1061540866
2011,376483,Aphia minuta,52,Aphia minuta,1061540866
2011,376483,Argyrosomus regius,746,Argyrosomus regius,1061540866
2011,376483,Balistes carolinensis,492,Balistes carolinensis,1061540866
2011,376483,Boops boops,27789,Boops boops,1061540866
2011,376483,Dactylopterus volitans,6,Dactylopterus volitans,1061540866
2011,376483,Dentex dentex,1197,Dentex dentex,1061540866
2011,376483,Dentex macrophthalmus,555,Dentex macrophthalmus,1061540866
2011,376483,Dicentrarchus punctatus,569,Dicentrarchus punctatus,1061540866
2011,376483,Dicentrarchus spp,539,Dicentrarchus spp,1061540866
2011,376483,Diplodus annularis,1733,Diplodus annularis,1061540866
2011,376483,Diplodus sargus,2795,Diplodus sargus,1061540866
2011,376483,Diplodus spp,1472,Diplodus spp,1061540866
2011,376483,Epinephelus aeneus,31,Epinephelus aeneus,1061540866
2011,376483,Epinephelus caninus,1,Epinephelus caninus,1061540866
2011,376483,Epinephelus spp,2077,Epinephelus spp,1061540866
2011,376483,Gobiidae,8796,Gobiidae,1061540866
2011,376483,Gobius niger,1,Gobius niger,1061540866
2011,376483,Labridae,36,Labridae,1061540866
2011,376483,Lithognathus mormyrus,1618,Lithognathus mormyrus,1061540866
2011,376483,Liza aurata,1410,Liza aurata,1061540866
2011,376483,Liza saliens,8,Liza saliens,1061540866
2011,376483,Mugil soiuy,4159,Mugil soiuy,1061540866
2011,376483,Mugilidae,14894,Mugilidae,1061540866
2011,376483,Mullus spp,10465,Mullus spp,1061540866
2011,376483,Muraena helena,27,Muraena helena,1061540866
2011,376483,Oblada melanura,1067,Oblada melanura,1061540866
2011,376483,Pagellus acarne,126,Pagellus acarne,1061540866
2011,376483,Pagellus bogaraveo,85,Pagellus bogaraveo,1061540866
2011,376483,Pagellus spp,3214,Pagellus spp,1061540866
2011,376483,Pagrus pagrus,6242,Pagrus pagrus,1061540866
2011,376483,Pagrus spp,428,Pagrus spp,1061540866
2011,376483,Plectorhinchus mediterraneus,17,Plectorhinchus mediterraneus,1061540866
2011,376483,Sarpa salpa,2421,Sarpa salpa,1061540866
2011,376483,Saurida undosquamis,36,Saurida undosquamis,1061540866
2011,376483,Sciaena umbra,317,Sciaena umbra,1061540866
2011,376483,Sciaenidae,193,Sciaenidae,1061540866
2011,376483,Serranidae,1108,Serranidae,1061540866
2011,376483,Siganus spp,1852,Siganus spp,1061540866
2011,376483,Sparidae,3554,Sparidae,1061540866
2011,376483,Sparisoma cretense,215,Sparisoma cretense,1061540866
2011,376483,Spicara maena,311,Spicara maena,1061540866
2011,376483,Spondyliosoma cantharus,289,Spondyliosoma cantharus,1061540866
2011,376483,Synodontidae,2745,Synodontidae,1061540866
2011,376483,Trachinidae,176,Trachinidae,1061540866
2011,376483,Trachinus draco,187,Trachinus draco,1061540866
2011,376483,Trachinus spp,248,Trachinus spp,1061540866
2011,376483,Umbrina canariensis,18,Umbrina canariensis,1061540866
2011,376483,Umbrina cirrosa,70,Umbrina cirrosa,1061540866
2011,376483,Xyrichtys novacula,138,Xyrichtys novacula,1061540866
2011,376483,Argentina spp,78,Argentina spp,1061540866
2011,376483,Aspitrigla cuculus,339,Aspitrigla cuculus,1061540866
2011,376483,Centrolophidae,16,Centrolophidae,1061540866
2011,376483,Cepola macrophthalma,152,Cepola macrophthalma,1061540866
2011,376483,Chelidonichthys lucerna,18,Chelidonichthys lucerna,1061540866
2011,376483,Conger conger,1756,Conger conger,1061540866
2011,376483,Eutrigla gurnardus,1672,Eutrigla gurnardus,1061540866
2011,376483,Helicolenus dactylopterus,147,Helicolenus dactylopterus,1061540866
2011,376483,Lepidopus caudatus,3299,Lepidopus caudatus,1061540866
2011,376483,Lophius spp,5971,Lophius spp,1061540866
2011,376483,Perciformes,434,Perciformes,1061540866
2011,376483,Polyprion americanus,94,Polyprion americanus,1061540866
2011,376483,Ruvettus pretiosus,4,Ruvettus pretiosus,1061540866
2011,376483,Scorpaenidae,3700,Scorpaenidae,1061540866
2011,376483,Trichiurus lepturus,2105,Trichiurus lepturus,1061540866
2011,376483,Triglidae,3060,Triglidae,1061540866
2011,376483,Uranoscopus scaber,162,Uranoscopus scaber,1061540866
2011,376483,Zeus faber,874,Zeus faber,1061540866
2012,354244,Ammodytes spp,711,Ammodytes spp,989207750.2
2012,354244,Aphia minuta,21,Aphia minuta,989207750.2
2012,354244,Argyrosomus regius,2493,Argyrosomus regius,989207750.2
2012,354244,Balistes carolinensis,550,Balistes carolinensis,989207750.2
2012,354244,Boops boops,23972,Boops boops,989207750.2
2012,354244,Dactylopterus volitans,4,Dactylopterus volitans,989207750.2
2012,354244,Dentex dentex,1165,Dentex dentex,989207750.2
2012,354244,Dentex macrophthalmus,428,Dentex macrophthalmus,989207750.2
2012,354244,Dicentrarchus punctatus,1081,Dicentrarchus punctatus,989207750.2
2012,354244,Dicentrarchus spp,782,Dicentrarchus spp,989207750.2
2012,354244,Diplodus annularis,1672,Diplodus annularis,989207750.2
2012,354244,Diplodus sargus,2358,Diplodus sargus,989207750.2
2012,354244,Diplodus spp,1268,Diplodus spp,989207750.2
2012,354244,Epinephelus aeneus,11,Epinephelus aeneus,989207750.2
2012,354244,Epinephelus caninus,4,Epinephelus caninus,989207750.2
2012,354244,Epinephelus spp,1432,Epinephelus spp,989207750.2
2012,354244,Gobiidae,14347,Gobiidae,989207750.2
2012,354244,Gobius niger,0,Gobius niger,989207750.2
2012,354244,Labridae,51,Labridae,989207750.2
2012,354244,Lithognathus mormyrus,1086,Lithognathus mormyrus,989207750.2
2012,354244,Liza aurata,1952,Liza aurata,989207750.2
2012,354244,Liza saliens,15,Liza saliens,989207750.2
2012,354244,Mugil soiuy,1286,Mugil soiuy,989207750.2
2012,354244,Mugilidae,16889,Mugilidae,989207750.2
2012,354244,Mullus spp,9392,Mullus spp,989207750.2
2012,354244,Muraena helena,33,Muraena helena,989207750.2
2012,354244,Oblada melanura,961,Oblada melanura,989207750.2
2012,354244,Pagellus acarne,361,Pagellus acarne,989207750.2
2012,354244,Pagellus bogaraveo,41,Pagellus bogaraveo,989207750.2
2012,354244,Pagellus spp,2405,Pagellus spp,989207750.2
2012,354244,Pagrus pagrus,4890,Pagrus pagrus,989207750.2
2012,354244,Pagrus spp,397,Pagrus spp,989207750.2
2012,354244,Plectorhinchus mediterraneus,27,Plectorhinchus mediterraneus,989207750.2
2012,354244,Sarpa salpa,2480,Sarpa salpa,989207750.2
2012,354244,Saurida undosquamis,43,Saurida undosquamis,989207750.2
2012,354244,Sciaena umbra,271,Sciaena umbra,989207750.2
2012,354244,Sciaenidae,134,Sciaenidae,989207750.2
2012,354244,Serranidae,888,Serranidae,989207750.2
2012,354244,Siganus spp,1824,Siganus spp,989207750.2
2012,354244,Sparidae,3811,Sparidae,989207750.2
2012,354244,Sparisoma cretense,247,Sparisoma cretense,989207750.2
2012,354244,Spicara maena,321,Spicara maena,989207750.2
2012,354244,Spondyliosoma cantharus,255,Spondyliosoma cantharus,989207750.2
2012,354244,Synodontidae,1627,Synodontidae,989207750.2
2012,354244,Trachinidae,184,Trachinidae,989207750.2
2012,354244,Trachinus draco,70,Trachinus draco,989207750.2
2012,354244,Trachinus spp,330,Trachinus spp,989207750.2
2012,354244,Umbrina canariensis,14,Umbrina canariensis,989207750.2
2012,354244,Umbrina cirrosa,41,Umbrina cirrosa,989207750.2
2012,354244,Xyrichtys novacula,92,Xyrichtys novacula,989207750.2
2012,354244,Argentina spp,35,Argentina spp,989207750.2
2012,354244,Aspitrigla cuculus,270,Aspitrigla cuculus,989207750.2
2012,354244,Centrolophidae,15,Centrolophidae,989207750.2
2012,354244,Cepola macrophthalma,68,Cepola macrophthalma,989207750.2
2012,354244,Chelidonichthys lucerna,11,Chelidonichthys lucerna,989207750.2
2012,354244,Conger conger,1100,Conger conger,989207750.2
2012,354244,Eutrigla gurnardus,1116,Eutrigla gurnardus,989207750.2
2012,354244,Helicolenus dactylopterus,67,Helicolenus dactylopterus,989207750.2
2012,354244,Lepidopus caudatus,2758,Lepidopus caudatus,989207750.2
2012,354244,Lophius spp,4734,Lophius spp,989207750.2
2012,354244,Perciformes,353,Perciformes,989207750.2
2012,354244,Polyprion americanus,79,Polyprion americanus,989207750.2
2012,354244,Ruvettus pretiosus,2,Ruvettus pretiosus,989207750.2
2012,354244,Scorpaenidae,3301,Scorpaenidae,989207750.2
2012,354244,Trichiurus lepturus,1164,Trichiurus lepturus,989207750.2
2012,354244,Triglidae,2691,Triglidae,989207750.2
2012,354244,Uranoscopus scaber,165,Uranoscopus scaber,989207750.2
2012,354244,Zeus faber,710,Zeus faber,989207750.2
2013,339641,Ammodytes spp,900,Ammodytes spp,1039433633
2013,339641,Aphia minuta,81,Aphia minuta,1039433633
2013,339641,Argyrosomus regius,655,Argyrosomus regius,1039433633
2013,339641,Balistes carolinensis,494,Balistes carolinensis,1039433633
2013,339641,Boops boops,23550,Boops boops,1039433633
2013,339641,Dactylopterus volitans,3,Dactylopterus volitans,1039433633
2013,339641,Dentex dentex,1167,Dentex dentex,1039433633
2013,339641,Dentex macrophthalmus,458,Dentex macrophthalmus,1039433633
2013,339641,Dicentrarchus punctatus,941,Dicentrarchus punctatus,1039433633
2013,339641,Dicentrarchus spp,641,Dicentrarchus spp,1039433633
2013,339641,Diplodus annularis,1262,Diplodus annularis,1039433633
2013,339641,Diplodus sargus,2331,Diplodus sargus,1039433633
2013,339641,Diplodus spp,1268,Diplodus spp,1039433633
2013,339641,Epinephelus aeneus,20,Epinephelus aeneus,1039433633
2013,339641,Epinephelus caninus,0,Epinephelus caninus,1039433633
2013,339641,Epinephelus spp,1239,Epinephelus spp,1039433633
2013,339641,Gobiidae,18650,Gobiidae,1039433633
2013,339641,Gobius niger,0,Gobius niger,1039433633
2013,339641,Labridae,109,Labridae,1039433633
2013,339641,Lithognathus mormyrus,1409,Lithognathus mormyrus,1039433633
2013,339641,Liza aurata,2305,Liza aurata,1039433633
2013,339641,Liza saliens,13,Liza saliens,1039433633
2013,339641,Mugil soiuy,739,Mugil soiuy,1039433633
2013,339641,Mugilidae,14229,Mugilidae,1039433633
2013,339641,Mullus spp,8529,Mullus spp,1039433633
2013,339641,Muraena helena,29,Muraena helena,1039433633
2013,339641,Oblada melanura,967,Oblada melanura,1039433633
2013,339641,Pagellus acarne,763,Pagellus acarne,1039433633
2013,339641,Pagellus bogaraveo,357,Pagellus bogaraveo,1039433633
2013,339641,Pagellus spp,1804,Pagellus spp,1039433633
2013,339641,Pagrus pagrus,3708,Pagrus pagrus,1039433633
2013,339641,Pagrus spp,303,Pagrus spp,1039433633
2013,339641,Plectorhinchus mediterraneus,84,Plectorhinchus mediterraneus,1039433633
2013,339641,Sarpa salpa,2823,Sarpa salpa,1039433633
2013,339641,Saurida undosquamis,82,Saurida undosquamis,1039433633
2013,339641,Sciaena umbra,292,Sciaena umbra,1039433633
2013,339641,Sciaenidae,66,Sciaenidae,1039433633
2013,339641,Serranidae,701,Serranidae,1039433633
2013,339641,Siganus spp,1888,Siganus spp,1039433633
2013,339641,Sparidae,4412,Sparidae,1039433633
2013,339641,Sparisoma cretense,233,Sparisoma cretense,1039433633
2013,339641,Spicara maena,254,Spicara maena,1039433633
2013,339641,Spondyliosoma cantharus,301,Spondyliosoma cantharus,1039433633
2013,339641,Synodontidae,1052,Synodontidae,1039433633
2013,339641,Trachinidae,210,Trachinidae,1039433633
2013,339641,Trachinus draco,88,Trachinus draco,1039433633
2013,339641,Trachinus spp,389,Trachinus spp,1039433633
2013,339641,Umbrina canariensis,59,Umbrina canariensis,1039433633
2013,339641,Umbrina cirrosa,54,Umbrina cirrosa,1039433633
2013,339641,Xyrichtys novacula,63,Xyrichtys novacula,1039433633
2013,339641,Argentina spp,58,Argentina spp,1039433633
2013,339641,Aspitrigla cuculus,321,Aspitrigla cuculus,1039433633
2013,339641,Centrolophidae,32,Centrolophidae,1039433633
2013,339641,Cepola macrophthalma,39,Cepola macrophthalma,1039433633
2013,339641,Chelidonichthys lucerna,18,Chelidonichthys lucerna,1039433633
2013,339641,Conger conger,931,Conger conger,1039433633
2013,339641,Eutrigla gurnardus,968,Eutrigla gurnardus,1039433633
2013,339641,Helicolenus dactylopterus,62,Helicolenus dactylopterus,1039433633
2013,339641,Lepidopus caudatus,1925,Lepidopus caudatus,1039433633
2013,339641,Lophius spp,4166,Lophius spp,1039433633
2013,339641,Perciformes,236,Perciformes,1039433633
2013,339641,Polyprion americanus,51,Polyprion americanus,1039433633
2013,339641,Ruvettus pretiosus,3,Ruvettus pretiosus,1039433633
2013,339641,Scorpaenidae,2741,Scorpaenidae,1039433633
2013,339641,Trichiurus lepturus,1148,Trichiurus lepturus,1039433633
2013,339641,Triglidae,2207,Triglidae,1039433633
2013,339641,Uranoscopus scaber,146,Uranoscopus scaber,1039433633
2013,339641,Zeus faber,715,Zeus faber,1039433633
2014,325920,Ammodytes spp,902,Ammodytes spp,1026375703
2014,325920,Aphia minuta,132,Aphia minuta,1026375703
2014,325920,Argyrosomus regius,638,Argyrosomus regius,1026375703
2014,325920,Balistes carolinensis,336,Balistes carolinensis,1026375703
2014,325920,Boops boops,21057,Boops boops,1026375703
2014,325920,Dactylopterus volitans,4,Dactylopterus volitans,1026375703
2014,325920,Dentex dentex,1176,Dentex dentex,1026375703
2014,325920,Dentex macrophthalmus,462,Dentex macrophthalmus,1026375703
2014,325920,Dicentrarchus punctatus,1039,Dicentrarchus punctatus,1026375703
2014,325920,Dicentrarchus spp,605,Dicentrarchus spp,1026375703
2014,325920,Diplodus annularis,1136,Diplodus annularis,1026375703
2014,325920,Diplodus sargus,2056,Diplodus sargus,1026375703
2014,325920,Diplodus spp,1013,Diplodus spp,1026375703
2014,325920,Epinephelus aeneus,32,Epinephelus aeneus,1026375703
2014,325920,Epinephelus caninus,0,Epinephelus caninus,1026375703
2014,325920,Epinephelus spp,1394,Epinephelus spp,1026375703
2014,325920,Gobiidae,18639,Gobiidae,1026375703
2014,325920,Gobius niger,0,Gobius niger,1026375703
2014,325920,Labridae,36,Labridae,1026375703
2014,325920,Lithognathus mormyrus,1471,Lithognathus mormyrus,1026375703
2014,325920,Liza aurata,2065,Liza aurata,1026375703
2014,325920,Liza saliens,17,Liza saliens,1026375703
2014,325920,Mugil soiuy,817,Mugil soiuy,1026375703
2014,325920,Mugilidae,12908,Mugilidae,1026375703
2014,325920,Mullus spp,6779,Mullus spp,1026375703
2014,325920,Muraena helena,30,Muraena helena,1026375703
2014,325920,Oblada melanura,1065,Oblada melanura,1026375703
2014,325920,Pagellus acarne,895,Pagellus acarne,1026375703
2014,325920,Pagellus bogaraveo,432,Pagellus bogaraveo,1026375703
2014,325920,Pagellus spp,1970,Pagellus spp,1026375703
2014,325920,Pagrus pagrus,3084,Pagrus pagrus,1026375703
2014,325920,Pagrus spp,284,Pagrus spp,1026375703
2014,325920,Plectorhinchus mediterraneus,48,Plectorhinchus mediterraneus,1026375703
2014,325920,Sarpa salpa,2954,Sarpa salpa,1026375703
2014,325920,Saurida undosquamis,82,Saurida undosquamis,1026375703
2014,325920,Sciaena umbra,213,Sciaena umbra,1026375703
2014,325920,Sciaenidae,122,Sciaenidae,1026375703
2014,325920,Serranidae,791,Serranidae,1026375703
2014,325920,Siganus spp,1720,Siganus spp,1026375703
2014,325920,Sparidae,3684,Sparidae,1026375703
2014,325920,Sparisoma cretense,177,Sparisoma cretense,1026375703
2014,325920,Spicara maena,256,Spicara maena,1026375703
2014,325920,Spondyliosoma cantharus,256,Spondyliosoma cantharus,1026375703
2014,325920,Synodontidae,1148,Synodontidae,1026375703
2014,325920,Trachinidae,205,Trachinidae,1026375703
2014,325920,Trachinus draco,148,Trachinus draco,1026375703
2014,325920,Trachinus spp,348,Trachinus spp,1026375703
2014,325920,Umbrina canariensis,22,Umbrina canariensis,1026375703
2014,325920,Umbrina cirrosa,125,Umbrina cirrosa,1026375703
2014,325920,Xyrichtys novacula,66,Xyrichtys novacula,1026375703
2014,325920,Argentina spp,47,Argentina spp,1026375703
2014,325920,Aspitrigla cuculus,277,Aspitrigla cuculus,1026375703
2014,325920,Centrolophidae,16,Centrolophidae,1026375703
2014,325920,Cepola macrophthalma,36,Cepola macrophthalma,1026375703
2014,325920,Chelidonichthys lucerna,14,Chelidonichthys lucerna,1026375703
2014,325920,Conger conger,978,Conger conger,1026375703
2014,325920,Eutrigla gurnardus,920,Eutrigla gurnardus,1026375703
2014,325920,Helicolenus dactylopterus,59,Helicolenus dactylopterus,1026375703
